id,nme,shortnme
123144,NF040595,HTH_Cbp1
123145,NF040596,MXAN_2562_fam
123146,NF040597,carb_anhyd
123147,NF040598,Ala_zip_lipo
123148,NF040599,LdtF_DpaA_YafK
123149,NF040601,TerS_not_xtmA
123150,NF040602,F420_dehyd_FpoD
123151,NF040603,choice_anch_P
123152,NF040604,HacB_Meth
123153,NF040605,mycolic_FabG1
123154,NF040606,CytoC_perox
123155,NF040607,mycolic_Pks13
123156,NF040608,division_SteA
123157,NF040610,F420_dehyd_FpoH
123158,NF040611,F420_dehyd_FpoC
123159,NF040612,F420_dehyd_FpoI
123160,NF040613,F420_dehyd_FpoJ
123161,NF040614,F420_dehyd_FpoK
123162,NF040615,HacA_Meth
123163,NF040616,F420_dehyd_FpoF
123164,NF040617,F420_dehyd_FpoL
123165,NF040618,PPA1309_fam
123166,NF040619,AksF_Meth
123167,NF040620,fused_HadA_HadB
123168,NF040621,Dietz_HadA
123169,NF040622,MfnE
123170,NF040623,MfnF
123171,NF040624,HadA
123172,NF040625,HacB2_Meth
123173,NF040626,AksF2_Meth
123174,NF040627,GFPS_Meth
123175,NF040628,GT-D_rel
123176,NF040629,PGI_Meth
123177,NF040631,InhA
123178,NF040633,FadD32_Coryne
123179,NF040636,AcpM
123180,NF040637,CatA_like_2
123181,NF040638,CatA_like_3
123182,NF040639,LETM1_rel_film
123183,NF040640,YcgZ_fam
123184,NF040641,bifunc_ST_SDO
123185,NF040642,sulf_sens_BigR
123186,NF040643,S6_alt_immun
123187,NF040645,K_channel_Meth
123188,NF040646,HPT_Archaea
123189,NF040647,IPPK_Arch
123190,NF040648,lactal_redase_Meth
123191,NF040649,FucA_Meth
123192,NF040650,sulfolac_dhydr
123193,NF040651,MtaB_Meth
123194,NF040652,Mbox_reg_Rv1535
123195,NF040653,Rv1535_dom
123196,NF040654,MtaA_Meth
123197,NF040655,MtaC_Meth
123198,NF040656,GHMP_GYDIA
123199,NF040657,immun_SitI3
123200,NF040658,Myxo_OME_TraC
123201,NF040660,mycolic_MTase
123202,NF040661,Osc7112_2153fam
123203,NF040662,attach_TipJ_rel
123204,NF040663,salivaricin_M
123205,NF040664,HEC_x9_TCC_lant
123206,NF040665,relax_SAG1250
123207,NF040666,Tn5252_Orf10
123208,NF040667,hom_kin_desulfo
123209,NF040668,regulator_TseB
123210,NF040669,MtaC2_Meth
123211,NF040670,wall_bind_EntA
123212,NF040671,PLuB_AAA
123213,NF040672,SCO2322_fam
123214,NF040673,PLuB_PQQ_rpt
123215,NF040674,PLuB_CAAX
123216,NF040675,wall_bind_EntD
123217,NF040676,wall_bind_EntB
123218,NF040677,wall_bind_EntC
123219,NF040679,halocin_of_epi
123220,NF040680,chromo_anti
123221,NF040681,GPS-CTERM
123222,NF040682,PorA_Arch
123223,NF040683,PorC_Meth_Thtga
123224,NF040684,PorD_Arch
123225,NF040685,conju_mem_TcpD
123226,NF040686,TcpD_dom
123227,NF040688,ADPRT_certhrax
123228,NF040689,MtrAB_MtrA
123229,NF040690,mycolate_SDR
123230,NF040691,MtrAB_MtrB
123231,NF040692,recomb_assoc
123232,NF040693,recomb_GmtY
123233,NF040694,ribK_Meth
123234,NF040695,FlaK_Arch
123235,NF040696,isopcys_mtase
123236,NF040697,VPA1267_fam
123237,NF040698,IdsA_Meth
123238,NF040699,VPA1262_fam
123239,NF040700,VPA1262_N_dom
123240,NF040701,RecJ_Meth
123241,NF040702,ileS_w_GNAT
123242,NF040703,cyclopro_CfaB
123243,NF040704,IPP_alt_MvaD
123244,NF040705,sigma_mbnA
123245,NF040706,photo_cyt_PufC
123246,NF040707,Siroheme_Dcarb_AhbB
123247,NF040708,Siroheme_Dcarb_AhbA
123248,NF040709,benzoate_BenM
123249,NF040710,benzoate_CatM
123250,NF040711,partner_SinI
123251,NF040712,SepH
123252,NF040713,ZapE
123253,NF040714,streptamidine
123254,NF040715,AmiA_rel_RiPP2x
123255,NF040716,YcaO_for_S12
123256,NF040717,BcsR_only
123257,NF040718,BcsP_of_Ic
123258,NF040719,Lar0958_adhesin
123259,NF040720,MptN_Meth
123260,NF040721,Trm14_Arch
123261,NF040722,MfnD_Meth
123262,NF040723,UDP-GlcNAcDh_Arch
123263,NF040724,GpgS_Meth
123264,NF040725,panto_kin_Meth
123265,NF040726,BetaRFA-P_synth
123266,NF040727,SBP_SaoB_CU
123267,NF040728,MerB_rel_SaoL
123268,NF040729,ABC_ATP_SaoA
123269,NF040730,CxCC_doxin
123270,NF040731,flavo_sub_EftB
123271,NF040732,DsrE_rel_SaoD
123272,NF040733,ABC_perm_U
123273,NF040734,CC-COOH_SaoC
123274,NF040735,SBP_SaoX
123275,NF040736,efflux_SaoE
123276,NF040737,peroxi_PrxU
123277,NF040738,nickel_Mua
123278,NF040739,ornith_OrtA
123279,NF040740,ornith_Ord
123280,NF040741,ornith_OrtB
123281,NF040742,racem_Orr
123282,NF040743,ornith_mutase_E
123283,NF040744,ornith_Or-4
123284,NF040745,accessory_GlmL
123285,NF040746,reduct_C_beta
123286,NF040747,reduct_C_alpha
123287,NF040748,reduct_selen_A
123288,NF040749,tetrathio_RR
123289,NF040750,tetrathio_HK
123290,NF040755,AgaR
123291,NF040756,corr_regen_AcsV
123292,NF040757,AgaW
123293,NF040758,CODH_ACS_meth
123294,NF040759,WLP_AcsD
123295,NF040760,AgaE
123296,NF040761,AgaF
123297,NF040762,Hydr_FeFe_Clost
123298,NF040763,FeFe_hydrog_A6
123299,NF040764,CODH_ACS_al_bet
123300,NF040765,adhesion_FAF
123301,NF040766,CODH_aero_grp5
123302,NF040768,Epx
123303,NF040769,SelL_rel_redox
123304,NF040770,hetero_SS_HdrA2
123305,NF040771,AAH_UGLYAH2
123306,NF040772,double_cubane
123307,NF040775,endonuc_Nei2
123308,NF040776,AlsR
123309,NF040779,Sec_lyase_SclA
123310,NF040782,PG_glutam_Chrys
123311,NF040785,CD3324_fam
123312,NF040786,LysR_Sec_metab
123313,NF040787,S-lay_SlaA_Mtsph
123314,NF040788,S-lay_SlaB_Mtsph
123315,NF040789,gerfarn_diphsyn
123316,NF040790,glucon_galact_dh
123317,NF040791,gly_kin_Thpl
123318,NF040792,glyc_ald_dh
123319,NF040793,sarcosine_GrdG
123320,NF040794,sarcosine_GrdF
123321,NF040795,betaine_GrdH
123322,NF040796,toxic_TimP
123323,NF040801,spore_GerD
123324,NF040808,CspC_non_triad
123325,NF040809,germ_prot_CspBA
123326,NF040810,BenC
123327,NF040811,BenD
123328,NF040813,pro_dh_Thprot
123329,NF040814,tRNA_cyt_mtase
123330,NF040815,recomb_XerA_Arch
123331,NF040816,Fbpase1_Arch
123332,NF040817,GdhA_Arch
123333,NF040818,GAPOR_Arch
123334,NF040819,helicase_HerA
123335,NF040820,trans_reg_LrpA
123336,NF040821,dipep_PepQ_Arch
123337,NF040822,lys_aminopep_Arch
123338,NF040823,deglyc_PfpI
123339,NF040824,damage_ctl_Phtase
123340,NF040825,UDPMaNacDH_Arch
123341,NF040826,lxa_BCAM0308
123342,NF040827,CotZ_rel
123343,NF040828,sulfhyd_ShyA
123344,NF040829,sulfhyd_ShyB
123345,NF040830,sulfhyd_ShyC
123346,NF040831,sulfhyd_ShyD
123347,NF040832,sulfhyd_HydA
123348,NF040833,sulfhyd_HydB
123349,NF040835,sulfhyd_HydG
123350,NF040836,sulfhyd_HydD
123351,NF040837,BMC_EutD_Gpos
123352,NF040838,T4_PilC_Neiss
123353,NF040839,tungstate_WtpB
123354,NF040840,tungstate_WtpC
123355,NF040841,AMEP412_fam
123356,NF040842,elici_assc_perm
123357,NF040843,SE2200_fam
123358,NF040844,Lac_Quin_Ox_NO
123359,NF040845,lmo0850_fam
123360,NF040846,SAS049_fam
123361,NF040847,mev_decarb
123362,NF040848,mev_kinase
123363,NF040849,tRNAmod_TiaS
123364,NF040850,Trm14_Thcoccales
123365,NF040851,tran_reg_TrmB
123366,NF040852,nitrile_Arch
123367,NF040853,KEOPS_Pcc1
123368,NF040854,Hol_resolv_Hjc
123369,NF040855,iso_homocit_dh
123370,NF040857,condensinMksB
123371,NF040858,condensinMksE
123372,NF040859,condensinMksF
123373,NF040861,pufA_517_ASD
123374,NF040862,pufB_517_ASD
123375,NF040863,HgcA_corrinoid
123376,NF040864,HgcB_ferredoxin
123377,NF040865,a_tRNA_ed_AlaXM
123378,NF040866,AraD_Arch
123379,NF040867,prot_deacyl_CobB
123380,NF040868,carboxypep_CpsA
123381,NF040869,G3PDH_Arch
123382,NF040870,AztC
123383,NF040871,AztB
123384,NF040872,MFS_HP1165
123385,NF040873,AztA
123386,NF040875,SAS053_fam
123387,NF040876,RHE_PE00001_fam
123388,NF040877,SE1832_fam
123389,NF040878,SE1561_fam
123390,NF040879,SAR1012_fam
123391,NF040880,adnlytase_SelO
123392,NF040881,PTS_reg_TmaR
123393,NF040882,cfpA_ASD
123394,NF040883,amid_act_ActS
123395,NF040884,acetylneur_anom
123396,NF040885,diguan_DgcJ
123397,NF040886,cyt_C_like_Sec
123398,NF040887,trans_reg_YciT
123399,NF040888,trans_reg_YafC
123400,NF040889,trans_reg_YeiE
123401,NF040890,trans_reg_YgbI
123402,NF040891,colicin_tol_CbrC
123403,NF040893,SAVMC3_10250
123404,NF040894,puhB_PGC
123405,NF040895,MFS_effux_SdrM
123406,NF040896,SP_0009_fam
123407,NF040897,SPJ_0845_Nterm
123408,NF040898,CC_mini_metal
123409,NF040899,ryptide_rSAM
123410,NF040900,porin_ExtI
123411,NF040901,SeO3_TeO2_ExtH
123412,NF040902,NuoF_pre_CCxxC
123413,NF040903,GguC
123414,NF040904,PhrA_Strep
123415,NF040905,GguA
123416,NF040906,GguB
123417,NF040907,ChvE
123418,NF040908,CPC_1213_fam
123419,NF040909,OadG_rel_small
123420,NF040910,CD1375_fam
123421,NF040911,KGW_Acineto
123422,NF040912,SGM_5486_fam
123423,NF040913,DsrE_rel_ELSE
123424,NF040914,Mrt_core
123425,NF040915,CPBP_fam_mrtZ
123426,NF040916,MamD
123427,NF040917,Mms6
123428,NF040918,LPFR_fam
123429,NF040919,Clostri_philic
123430,NF040920,CD1871A_fam
123431,NF040922,flgE_Caulobact
123432,NF040924,small_MgtU
123433,NF040925,LD_carbox_ElsL
123434,NF040926,small_YadW
123435,NF040927,ABC_perm_SloB
123436,NF040928,ABC_lipo_SloC
123437,NF040929,quorum_TF_HapR
123438,NF040930,ABC_arch_GlcS
123439,NF040931,ABC_arch_GlcT
123440,NF040932,ABC_arch_GlcU
123441,NF040933,ABC_arch_GlcV
123442,NF040935,helicase_Hel308
123443,NF040936,hexpp_archaea
123444,NF040937,HerA_Thermprot
123445,NF040938,KDG_KDGal_kin
123446,NF040939,trans_reg_lrs14
123447,NF040941,GGGWT_bact
123448,NF040942,hypo_ExtJ
123449,NF040943,cytoc3_ExtM
123450,NF040944,MYPE2350_fam
123451,NF040945,CCC_membrane
123452,NF040946,PSII_PsbP
123453,NF040947,trans_reg_LysM
123454,NF040948,alpha_gluc_MalA
123455,NF040949,minchrom_main_MCM
123456,NF040950,archin_ph_syn
123457,NF040951,CRSPR_nucase
123458,NF040952,Arch_mtprotase_TldD
123459,NF040953,Arch_udg
123460,NF040954,Arch_KDGaldase
123461,NF040955,Arch_DPS
123462,NF040956,Arch_Xpf_endonucase
123463,NF040957,Arch_PMK
123464,NF040959,MamA
123465,NF040960,MamE
123466,NF040961,MamO
123467,NF040962,near_HgcAB
123468,NF040963,MamI
123469,NF040964,MamK
123470,NF040965,MamP
123471,NF040966,MamQ
123472,NF040967,cytc_ExtN
123473,NF040968,FeS_ExtO
123474,NF040969,cytb_ExtP
123475,NF040970,memb_ExtQ
123476,NF040971,cytc_ExtS
123477,NF040972,T6SS_VF_TecA
123478,NF040973,restrict_Sau3AI
123479,NF040974,RepABC_RepC
123480,NF040975,leader_RepB_LM
123481,NF040976,RepC_IncLM
123482,NF040977,RepA_IncFII_LM
123483,NF040978,Ve_IatC_Nterm
123484,NF040979,Ve_Ilp_Nterm
123485,NF040980,Ve_Inv_Crono_N
123486,NF040981,Ve_YrIlm_NTERM
123487,NF040982,ComGD
123488,NF040983,BimA_second
123489,NF040984,BimA_first
123490,NF040985,MamG
123491,NF040986,MamH
123492,NF040987,MamJ
123493,NF040988,MamL
123494,NF040989,MamN
123495,NF040990,MamR
123496,NF040991,MamS
123497,NF040992,MamT
123498,NF040993,MamU
123499,NF040994,MamV
123500,NF040995,MamW
123501,NF040996,MamX
123502,NF040997,MamY
123503,NF040998,MamZ
123504,NF040999,pilin_ComGC
123505,NF041000,ATPase_ComGA
123506,NF041002,pilin_ComGF
123507,NF041003,GGPP_syn
123508,NF041004,Beta_gal_BgaS
123509,NF041005,cell_div_CdvB1_B2
123510,NF041006,cell_div_CdvC
123511,NF041007,cell_div_CdvA
123512,NF041008,cell_div_CdvB
123513,NF041009,cell_div_CdvB3
123514,NF041010,glycosy_Agl16
123515,NF041011,dihydoor_dh_Arch
123516,NF041012,T4P_ComGB
123517,NF041013,T4P_ComGE
123518,NF041014,pilin_ComGG_2
123519,NF041015,UDPsulfquin_syn
123520,NF041016,trans_reg_ArnR
123521,NF041017,DNA_import_CedB
123522,NF041018,glyceraldDH_alpha
123523,NF041019,glyceraldDH_beta
123524,NF041020,glyceraldDH_gamma
123525,NF041021,SCO5717_Nterm
123526,NF041022,rodlin_AB
123527,NF041023,PP0621_fam
123528,NF041024,acVLRF1_NCBI
123529,NF041025,antiphage_deaminase
123530,NF041026,antiphage_dGTPase
123531,NF041027,GSU2204_Se_pt_1
123532,NF041028,decahem_GSU2203
123533,NF041029,Mre11_Pyroc
123534,NF041030,Mre11_Halo
123535,NF041031,Mre11_Sulfo
123536,NF041032,NurA_Pyro
123537,NF041033,NurA_Sulf
123538,NF041034,Rad50_Sulf
123539,NF041035,Rad50_Halo
123540,NF041036,decaheme_TF
123541,NF041037,microcin_B17
123542,NF041038,FslA
123543,NF041039,FslC
123544,NF041040,FslB
123545,NF041041,FslD
123546,NF041042,FslE
123547,NF041043,BPSS1780_fam
123548,NF041044,GIVxVP
123549,NF041045,RsbA_anti_sig
123550,NF041046,UGSC_fam
123551,NF041047,GSU3128_fam
123552,NF041048,TusA_like_YeeD
123553,NF041049,thio_trans_TsuA
123554,NF041051,SelTWH_Campy
123555,NF041052,OsmC_like_Se
123556,NF041053,CobW_rel_Se
123557,NF041054,WAxxUGC_long
123558,NF041055,ryptide_RrrA
123559,NF041056,ryptide_ex_MFS
123560,NF041057,Rcas_1661_fam_Se
123561,NF041059,DpdA
123562,NF041060,DpdB
123563,NF041061,DpdD
123564,NF041062,DpdE
123565,NF041063,DpdF
123566,NF041064,DpdG
123567,NF041065,DpdH
123568,NF041066,DpdI
123569,NF041067,DpdJ
123570,NF041068,DpdK
123571,NF041069,IPMS_Sufob
123572,NF041070,carrier_LysW_Arch
123573,NF041071,Trm10_mtase_Thprot
123574,NF041072,FtrB_double_U
123575,NF041073,S-lay_SlaA_Sulfolob
123576,NF041074,quin_ox_SoxA
123577,NF041075,quin_ox_SoxB
123578,NF041076,cyt_b_SoxC
123579,NF041077,tRNAmeth_TrmJ_Sulfolob
123580,NF041078,cGAS
123581,NF041079,CBASS_lipase
123582,NF041080,DGGGPL_reductase
123583,NF041081,prot_lys_mtase_Arch
123584,NF041082,thermosome_alpha
123585,NF041083,thermosome_beta
123586,NF041084,trehalase_H1_Arch
123587,NF041085,trehalase_H2_Arch
123588,NF041086,STAUR_1299_fam
123589,NF041088,ala_glut_racmase_Arch
123590,NF041089,alpha_gluc_AglA
123591,NF041090,Cyc-maltodext_AglB
123592,NF041091,asp_aminotase_Arch
123593,NF041092,beta-fruc_BfrA
123594,NF041093,CheC_Thtogales
123595,NF041094,CheX_Thtogales
123596,NF041095,dival_cat_tol_CutA
123597,NF041096,esterase_EstD
123598,NF041097,keto_inos_dh_IolM
123599,NF041098,diketo_inos_hlase_IolN
123600,NF041099,keto_glucon_epim_IolO
123601,NF041100,betagal_LacZ_Ttogales
123602,NF041101,manno_glu_gly_synth
123603,NF041102,endonuc_V_Ttgales
123604,NF041103,PFKA_PPi_Ttgales
123605,NF041106,ArsC_rel_Se_1
123606,NF041107,RQC_minor_1
123607,NF041108,RQC_minor_2
123608,NF041109,VF_TspB_C_term
123609,NF041110,HPE1_fam_CxxC
123610,NF041111,effector_HPE1
123611,NF041112,chap_CsgH_alph
123612,NF041114,UPxT_UxV_star
123613,NF041115,UxxU_metal_bind
123614,NF041116,CBASS_cyclase_a
123615,NF041117,CBASS_cyclase_b
123616,NF041118,A_G_epim_Thtga
123617,NF041119,CheD_Thtga
123618,NF041120,RqcH_arch
123619,NF041121,SAV_2336_NTERM
123620,NF041122,panto_kin_Thplsm
123621,NF041123,phpantohe_syn_Arch
123622,NF041124,CoaD_Thcocales
123623,NF041125,deph_CoA_kin_Thcocales
123624,NF041126,FBP_aldo_phos
123625,NF041127,exo_beta_glucsam
123626,NF041128,glucosaP_deam_GlmD
123627,NF041129,maldex_phorlase_Thcocales
123628,NF041130,PenR_Burk_TF
123629,NF041131,RicT_YaaT_fam
123630,NF041132,DNA_protcyst_Mta_Thcoc
123631,NF041133,branch_enz_Thcocales
123632,NF041134,R1P_kin_Thcocales
123633,NF041135,IPPtranDIPPsyn_Thcocales
123634,NF041136,MrpORP
123635,NF041137,B3_blaSPR
123636,NF041139,TreT_Thcocales
123637,NF041140,Trm10AGmtase_Thcocales
123638,NF041141,tran_reg_TrmBL2
123639,NF041142,PCNA_Inhib
123640,NF041144,expansin_EXLX1
123641,NF041153,organophos_OPH
123642,NF041155,encap_f1
123643,NF041156,FolD_Thplmales
123644,NF041157,Cit_synThplmales
123645,NF041158,Spm_actase_Thplmales
123646,NF041159,Rham_dhyd_Thplmales
123647,NF041160,DGGPL_Thplmales
123648,NF041162,encap_f2a
123649,NF041163,encap_f2b
123650,NF041164,NucKinThplmales
123651,NF041165,ZFX_Thplmales
123652,NF041166,f2_encap_cargo1
123653,NF041167,f2_encap_cargo2
123654,NF041168,f2_encap_cargo3
123655,NF041169,f2_encap_cargo4
123656,NF041170,Oxoac_fdxalpha_Archa
123657,NF041171,Oxoac_fdxbeta_Archa
123658,NF041172,AcrlCoa_red_Thmprot
123659,NF041173,Sug_nt_acttase_Thmprot
123660,NF041174,SDX_Thmprot
123661,NF041175,RNAseHI_Thmprot
123662,NF041176,GlyK_Thmprot
123663,NF041177,Cyp119_Thmprot
123664,NF041178,TQO_small_DoxA
123665,NF041179,TQO_large_DoxD
123666,NF041183,Pks2_ls1_myc
123667,NF041186,SenA
123668,NF041188,encap_f3
123669,NF041190,encap_f4a
123670,NF041191,encap_f4b
123671,NF041192,encap_f4c
123672,NF041193,lipo_SP0191
123673,NF041194,LD_carboxy_LdcB
123674,NF041195,ScbA_BarX_GamBu
123675,NF041196,ScbR_bind_reg
123676,NF041197,CxxC_Se_CxxC
123677,NF041198,UshA_like_PCGU
123678,NF041199,trx7_PDZ_seleno
123679,NF041200,mob_BfmA_Nterm
123680,NF041201,recomb_XisF
123681,NF041202,StoA_CxxC
123682,NF041203,rhodanese_LYCAU
123683,NF041204,VdcC
123684,NF041205,VdcD
123685,NF041206,VdcB
123686,NF041207,tRNA_bind_PBP11
123687,NF041208,celldiv_DipM
123688,NF041209,resp_regPieR
123689,NF041210,his_kin_PieS
123690,NF041211,CxxS_UxF_star
123691,NF041212,Uxx_star
123692,NF041213,plasmid_TraA
123693,NF041214,plasmid_TraB
123694,NF041216,CU044_2847_fam
123695,NF041217,BagE_FevW
123696,NF041218,BagM_FevK
123697,NF041219,BagN_FevL
123698,NF041220,BagH_FevF
123699,NF041221,BagZ_FevE
123700,NF041222,BagA_FevW
123701,NF041223,BagB_FevI
123702,NF041224,BagC_FevH
123703,NF041225,Cas_III-E_gRAMP
123704,NF041226,BagK_FevA1
123705,NF041227,BagG_FevA2
123706,NF041228,BagJ_FevB
123707,NF041229,BagF_FevY
123708,NF041230,BagL_FevM
123709,NF041231,BagI_FevR
123710,NF041232,BagY_FevT
123711,NF041234,CAS_csx30
123712,NF041235,CAS_csx31
123713,NF041236,CAS_III-E_sigma
123714,NF041237,CAS_csx29_CRASP
123715,NF041238,AhpD_rel_CFYUT
123716,NF041239,Moor_selen_rel
123717,NF041240,YebF_not_Cmi
123718,NF041241,YhfZ_full
123719,NF041242,T6SS_PdpE_Fran
123720,NF041243,T6SS_IglJ
123721,NF041244,IglI_fam
123722,NF041245,T6SS_IglE
123723,NF041246,T6SS_IglH_TssF
123724,NF041247,UsfY
123725,NF041248,T6SS_IglG
123726,NF041249,T6SS_TssI_Fran
123727,NF041250,VI_TagQ
123728,NF041251,omp10_alpha_prot
123729,NF041252,outer_memb_MapA
123730,NF041255,mycofact_MftM
123731,NF041256,GntI_guanitoxin
123732,NF041257,GntH_guanitoxin
123733,NF041258,motor_HelR_2
123734,NF041259,mono_DmmA_fam
123735,NF041260,actino_IHF
123736,NF041261,RHS_core
123737,NF041262,colicin_Z_Cterm
123738,NF041263,colicin_Z_full
123739,NF041264,MobA
123740,NF041265,NadS
123741,NF041266,YsgD_CorL
123742,NF041267,relax_RlxS
123743,NF041271,Phos_CheZ
123744,NF041272,Chtaxis_ChePep
123745,NF041273,GlcN_kinase
123746,NF041274,isoleu_diox_hilA
123747,NF041275,MurL_Xanthmoales
123748,NF041276,treh_trans_TtfA
123749,NF041277,coba_remo_CbiR
123750,NF041278,CmcJ_NvfI_EfuI
123751,NF041279,repress_GgpR
123752,NF041280,mem_Micro_34
123753,NF041281,TraA_gammapb
123754,NF041282,TnpC_regulator
123755,NF041283,PrgP
123756,NF041284,PrgO
123757,NF041285,ABC_SBP_TrpX
123758,NF041286,lipo_GerS
123759,NF041287,lipo_GerS_rel
123760,NF041288,YdaE_coli
123761,NF041289,KorA
123762,NF041290,StbA_2
123763,NF041291,StbC
123764,NF041292,StbB
123765,NF041293,G6PDh_Azf
123766,NF041294,Scnl_mescCoAtase
123767,NF041295,dynobact_RiPP
123768,NF041296,RNAactase_tcmA_Halo
123769,NF041297,UDPGDh_AglM
123770,NF041298,rSAM_mat_DynA
123771,NF041299,RiPP_near_DynW
123772,NF041300,rSAM_mat_DarW
123773,NF041301,Cit_synth_Halo_CitZ
123774,NF041302,HMG_CoAsyn_Halo
123775,NF041303,Indglycph_syn_Halo_TrpC
123776,NF041304,AvrBs2
123777,NF041305,SecF_Halo
123778,NF041306,RnaseHI_Halo
123779,NF041307,AvrBs1
123780,NF041308,AvrBs3
123781,NF041309,XopB
123782,NF041310,Prot_Kin_Rio1_Halo
123783,NF041311,Sig_rec_Srp19_Halo
123784,NF041312,Superox_dis_Halo
123785,NF041313,UDPGP_AglF_Halo
123786,NF041314,Malate_DH_Halo
123787,NF041315,malate_syn_AceB_Halo
123788,NF041316,NleH
123789,NF041317,HtdO
123790,NF041318,phage_rep_C1
123791,NF041319,PTS-HPr_Halo
123792,NF041320,pfkB_Halo
123793,NF041321,Alpha-amyl_MalA_Halo
123794,NF041322,Anth_synII_Halo
123795,NF041323,Nitr_red_NasA_Halo
123796,NF041324,Bacteroid_MobA
123797,NF041325,Bacteroid_MobB
123798,NF041326,Bacteroid_MobC
123799,NF041327,Bgr08870_fam
123800,NF041328,C_rich_MXAN6577
123801,NF041329,CmeU
123802,NF041330,BimD
123803,NF041331,LigA_Halo
123804,NF041332,KDG_KDGal_kin_Halo
123805,NF041333,CruF_Halo
123806,NF041334,XopJ
123807,NF041335,surf_glcprot_Halo
123808,NF041336,CheA_Halo
123809,NF041337,XopD
123810,NF041338,XopE
123811,NF041344,XopF
123812,NF041345,XopF1
123813,NF041346,XopF2
123814,NF041347,XopG
123815,NF041348,XopH
123816,NF041349,XopI
123817,NF041350,XopK
123818,NF041351,XopL
123819,NF041352,XopN
123820,NF041353,XopO
123821,NF041354,XopP
123822,NF041355,XopQ
123823,NF041356,XopR
123824,NF041357,XopU
123825,NF041358,GntT_guanitoxin
123826,NF041359,GntG_guanitoxin
123827,NF041360,GntF_guanitoxin
123828,NF041362,GntE_guanitoxin
123829,NF041363,GntD_guanitoxin
123830,NF041364,GntC_guanitoxin
123831,NF041365,GntB_guanitoxin
123832,NF041366,GntA_guanitoxin
123833,NF041367,CheY_Halo
123834,NF041368,Fbpase2_Halo
123835,NF041369,Dhydh_Halo
123836,NF041370,desamp_Halo
123837,NF041371,Diadnylcyc_Halo
123838,NF041372,DUF166_seleno
123839,NF041373,HGG_STG
123840,NF041374,GDCCVxC
123841,NF041375,XopV
123842,NF041376,XopW
123843,NF041377,XopX
123844,NF041378,XopZ
123845,NF041379,OS_HP4_CYCXC
123846,NF041380,XopAA
123847,NF041381,XopAC
123848,NF041382,Trx_VPGUxxT_one
123849,NF041383,Trx_VPGUxxT_two
123850,NF041384,YHS_seleno_dom
123851,NF041385,Dggglyphlred_Halo
123852,NF041386,dihyfolred_HdrA_Halo
123853,NF041387,DNArepr_NreA_Halo
123854,NF041388,DNAstvprot_Halo
123855,NF041389,dodecin_Halo
123856,NF041390,TadE_Rv3655c
123857,NF041391,DPhHxTase_Halo
123858,NF041392,XylDh_Gfo6_Halo
123859,NF041393,Frdxn_Halo
123860,NF041394,GtaseAglG_Halo
123861,NF041395,TranRegLrpA1_Halo
123862,NF041396,TranRegLrp_Halo
123863,NF041397,TranRegGlpR_Halo
123864,NF041398,GluDhGdhB_Halo
123865,NF041399,XopAD
123866,NF041400,XopAE
123867,NF041401,XopAF
123868,NF041402,XopAG
123869,NF041403,XopAH
123870,NF041404,XopAI
123871,NF041405,XopAJ
123872,NF041406,XopAK
123873,NF041407,XopAP
123874,NF041408,XopAU
123875,NF041409,XopAV
123876,NF041410,XopAW
123877,NF041411,XopAX
123878,NF041412,XopC
123879,NF041413,ArsR_Rv2640c_fam
123880,NF041414,ArsI_CadI_VOC
123881,NF041415,halo_CC_star
123882,NF041416,halo_CC_star_2
123883,NF041417,ArsA_halo
123884,NF041418,MbpA
123885,NF041419,CC_star_Cory
123886,NF041420,MbpB
123887,NF041421,MbpC
123888,NF041422,VirB10_subf
123889,NF041423,MobC_subf
123890,NF041424,Brachy_memb_1
123891,NF041425,OS_HP2_seleno
123892,NF041426,TrsA
123893,NF041427,TrsD
123894,NF041428,TrsH
123895,NF041429,EexR
123896,NF041430,UrfF
123897,NF041431,S_layer_MEMAR
123898,NF041432,MchS3
123899,NF041433,UmoA
123900,NF041434,UmoC
123901,NF041435,UmoD
123902,NF041436,Wzy_Strepto
123903,NF041437,TfpZ
123904,NF041438,SepM_fam_S16
123905,NF041439,TraE_Enteroc
123906,NF041440,hydrolase_YghX
123907,NF041442,YgjJ
123908,NF041443,DDRRRQL_YjdP
123909,NF041444,SASP_CD1290
123910,NF041447,TrbC_conju
123911,NF041448,stress_YjaA
123912,NF041449,K_carrageenase
123913,NF041450,MobP1
123914,NF041451,DDP1
123915,NF041452,DDP3
123916,NF041453,Bac51
123917,NF041454,FspA
123918,NF041455,DSF_Ax21
123919,NF041456,surv_prot_CiaI
123920,NF041457,reg_protDegQ_Bacil
123921,NF041458,antiadapt_SpxO
123922,NF041459,antitoxMazE_Staph
123923,NF041460,kinGactiv_GlnX
123924,NF041461,C_hydro_YcaC
123925,NF041462,GalA
123926,NF041463,GalB
123927,NF041464,HelD_BACSU
123928,NF041465,HelD_MYCSM
123929,NF041466,factorH_bind
123930,NF041467,caps_synth_Cap8I
123931,NF041468,anti_sig_RseA
123932,NF041469,spor_prot_SB
123933,NF041470,sec_prot_XpsN
123934,NF041471,phage_reg_YmfL
123935,NF041472,toxin_DinQ
123936,NF041473,DinQ_rel
123937,NF041474,membrane_YkgR
123938,NF041475,membrane_YoaI
123939,NF041476,membrane_YldA
123940,NF041477,YnaM_YnfT_fam
123941,NF041478,spor_prot_SspM
